ID,Movie,State,Tomatometer
4,M3,Drunk,38.85570449564691
4,M4,Drunk,77.8703533664297
4,M5,Drunk,74.17216637174634
4,M6,Drunk,69.1688377269187
4,M7,Drunk,61.393962491172566
4,M8,Drunk,81.50209171361317
4,M9,Drunk,68.5405831875791
4,M10,Drunk,69.54961267135145
4,M11,Drunk,62.36097210340876
4,M12,Drunk,76.35686268497082
4,M13,Drunk,77.59077733356375
4,M14,Drunk,83.6429082212923
4,M15,Drunk,58.19277491554654
5,M1,Sober,37.40649870000241
5,M2,Sober,26.02606207769
5,M3,Sober,2.5259520675083316
5,M4,Sober,24.35151456230865
5,M5,Sober,28.72062228173147
5,M6,Sober,38.32302814362479
5,M7,Sober,36.918610259643366
5,M8,Sober,56.92078308112612
5,M9,Sober,31.248457330722257
5,M10,Sober,33.351571549028456
5,M11,Sober,23.58339286809167
5,M12,Sober,22.986060458732858
5,M13,Sober,29.857449551915074
5,M14,Sober,37.08035463397546
5,M15,Sober,16.220876512911715
5,M1,Drunk,52.90348631732657
5,M2,Drunk,46.34729134874566
5,M3,Drunk,54.14307742753391
5,M4,Drunk,48.0448586539443
5,M5,Drunk,63.696344426078895
5,M6,Drunk,57.60943975514812
5,M7,Drunk,54.970265816164776
5,M8,Drunk,57.596788613589815
5,M9,Drunk,65.1045463150799
5,M10,Drunk,61.26021232023457
5,M11,Drunk,53.53583506623135
5,M12,Drunk,55.836072272386744
5,M13,Drunk,65.98991041938383
5,M14,Drunk,58.20975169592881
5,M15,Drunk,53.317449108803814
6,M1,Sober,16.306514714474307
6,M2,Sober,25.678501179270736
6,M3,Sober,24.78892489902774
6,M4,Sober,18.59703111221969
6,M5,Sober,40.433795011613704
6,M6,Sober,22.322359799112267
6,M7,Sober,11.29801658136558
6,M8,Sober,35.135249520386324
6,M9,Sober,30.45441696117605
6,M10,Sober,30.85912862525148
6,M11,Sober,14.332673124741762
6,M12,Sober,9.222045029846523
6,M13,Sober,24.94869541499481
6,M14,Sober,12.820550684742052
6,M15,Sober,30.115648334629963
6,M1,Drunk,37.64707823656547
6,M2,Drunk,32.92991392371785
6,M3,Drunk,27.524244142728534
6,M4,Drunk,29.12030115608907
6,M5,Drunk,49.52481683638087
6,M6,Drunk,41.85211324792035
6,M7,Drunk,47.3195624219777
6,M8,Drunk,49.713069117106755
6,M9,Drunk,43.57429190687311
6,M10,Drunk,32.82352867760554
6,M11,Drunk,34.293925964686494
6,M12,Drunk,52.046921228147966
6,M13,Drunk,40.72524414221475
6,M14,Drunk,39.748576323707994
6,M15,Drunk,28.030603483321382
7,M1,Sober,32.61220359186566
7,M2,Sober,18.018527894295353
7,M3,Sober,25.313616598953388
7,M4,Sober,25.82583042136523
7,M5,Sober,28.927199838958582
7,M6,Sober,32.74771625412711
7,M7,Sober,36.46705102953576
7,M8,Sober,38.67439777958194
7,M9,Sober,27.51486790334934
7,M10,Sober,31.2207532530531
7,M11,Sober,18.962009891021047
7,M12,Sober,25.492211146241402
7,M13,Sober,25.563541080849017
7,M14,Sober,23.35485397294228
7,M15,Sober,25.659553646375667
7,M1,Drunk,51.634607014480515
7,M2,Drunk,30.89442861776575
7,M3,Drunk,25.37522725036337
7,M4,Drunk,39.663798640439566
7,M5,Drunk,39.66730285095892
7,M6,Drunk,43.74044996974828
7,M7,Drunk,52.809670989933394
7,M8,Drunk,46.286982806929515
7,M9,Drunk,35.83454382882664
7,M10,Drunk,52.488364985009056
7,M11,Drunk,27.514116093043295
7,M12,Drunk,48.204840999298824
7,M13,Drunk,60.31492621025302
7,M14,Drunk,45.772843715420834
7,M15,Drunk,32.185481610158334
8,M1,Sober,30.262018955187152
8,M2,Sober,24.665510534372363
8,M3,Sober,21.582797109351908
8,M4,Sober,25.683011972320287
8,M5,Sober,35.46311729693944
8,M6,Sober,44.69539123870869
8,M7,Sober,32.64244045099426
8,M8,Sober,48.474062197079164
8,M9,Sober,36.402970523092165
8,M10,Sober,28.735971828645894
8,M11,Sober,27.542993221043023
8,M12,Sober,27.71897112744871
8,M13,Sober,11.879382649406896
8,M14,Sober,39.52966367286367
8,M15,Sober,29.89546836847301
8,M1,Drunk,60.456876384996384
8,M2,Drunk,64.36027643749077
8,M3,Drunk,43.568111464544145
8,M4,Drunk,53.14061262988128
8,M5,Drunk,51.46093381251928
8,M6,Drunk,66.72359282287564
8,M7,Drunk,58.803566559150696
8,M8,Drunk,75.61450219211498
8,M9,Drunk,64.17632995856604
8,M10,Drunk,73.1310978641505
8,M11,Drunk,53.42625518373214
8,M12,Drunk,62.43192727481432
8,M13,Drunk,67.1000303174079
8,M14,Drunk,76.94579264417318
8,M15,Drunk,68.97639662238265
9,M1,Sober,33.85149946271876
9,M2,Sober,19.280562080434837
9,M3,Sober,0.2799352208327335
9,M4,Sober,25.281193283727397
9,M5,Sober,21.385268862927532
9,M6,Sober,32.9780788575878
9,M7,Sober,14.206019495454294
9,M8,Sober,35.0486665675919
9,M9,Sober,20.470128964484154
9,M10,Sober,11.829443088999607
9,M11,Sober,27.982051561231962
9,M12,Sober,20.746303728408705
9,M13,Sober,20.17968904785186
9,M14,Sober,24.516062206096432
9,M15,Sober,27.613594005261202
9,M1,Drunk,70.9097613686574
9,M2,Drunk,53.31616822508367
9,M3,Drunk,46.64437085557423
9,M4,Drunk,55.63112298053471
9,M5,Drunk,69.91353111967445
9,M6,Drunk,62.128735472259486
9,M7,Drunk,65.17866876880927
9,M8,Drunk,78.22005759012845
9,M9,Drunk,52.20309743274307
9,M10,Drunk,61.316322837088585
9,M11,Drunk,70.19224286768973
9,M12,Drunk,59.761899344994085
9,M13,Drunk,69.94587338198278
9,M14,Drunk,72.57261876876633
9,M15,Drunk,64.14885215725897
10,M1,Sober,50.591998958482634
10,M2,Sober,20.458247929131943
10,M3,Sober,28.82682270060257
10,M4,Sober,35.91483134999492
10,M5,Sober,43.20343137829244
10,M6,Sober,36.83064159851256
10,M7,Sober,34.72938905229899
10,M8,Sober,48.11116964653101
10,M9,Sober,42.74559155268845
10,M10,Sober,22.4715045087918
10,M11,Sober,40.120081643842425
10,M12,Sober,30.537694218677665
10,M13,Sober,34.931199227505985
10,M14,Sober,41.85326759425933
10,M15,Sober,31.06469409129268
10,M1,Drunk,53.530259358544555
10,M2,Drunk,49.952578550538476
10,M3,Drunk,45.77608030161855
10,M4,Drunk,51.00211244090072
10,M5,Drunk,55.466285534404406
10,M6,Drunk,58.85803008087321
10,M7,Drunk,53.36701505024864
10,M8,Drunk,58.955366895336816
10,M9,Drunk,68.19714131129392
10,M10,Drunk,50.17934523328104
10,M11,Drunk,52.77653663534794
10,M12,Drunk,67.69630126220791
10,M13,Drunk,56.90754208372312
10,M14,Drunk,55.741682358114964
10,M15,Drunk,45.80075890943951
11,M1,Sober,52.639608255249655
11,M2,Sober,27.268425245758845
11,M3,Sober,10.168811559178035
11,M4,Sober,20.52645197149466
11,M5,Sober,35.856386942649294
11,M6,Sober,27.610604261090135
11,M7,Sober,37.39824675180416
11,M8,Sober,46.604492061293776
11,M9,Sober,25.467495094346322
11,M10,Sober,30.28221193308805
11,M11,Sober,23.014054316565364
11,M12,Sober,19.439949695879342
11,M13,Sober,23.97407132862685
11,M14,Sober,37.049025799056714
11,M15,Sober,38.8674011520345
11,M1,Drunk,59.95111495740589
11,M2,Drunk,52.313815286646545
11,M3,Drunk,38.465840366089054
11,M4,Drunk,53.19491820426482
11,M5,Drunk,79.79018207088248
11,M6,Drunk,42.63611961995567
11,M7,Drunk,61.92101335974627
11,M8,Drunk,69.77736651647166
11,M9,Drunk,76.6891938667114
11,M10,Drunk,60.254932560231104
11,M11,Drunk,51.79838684406131
11,M12,Drunk,58.933842431766344
11,M13,Drunk,69.66086700867433
11,M14,Drunk,64.80256609914127
11,M15,Drunk,50.864571554033084
12,M1,Sober,34.38453385810923
12,M2,Sober,27.19859114646806
12,M3,Sober,20.42408744733855
12,M4,Sober,36.99336907074822
12,M5,Sober,29.950819843635074
12,M6,Sober,30.55395972134423
12,M7,Sober,26.35894002623709
12,M8,Sober,37.692573736619636
12,M9,Sober,26.37232560354423
12,M10,Sober,29.85641762295806
12,M11,Sober,30.30247896430319
12,M12,Sober,25.35711741198602
12,M13,Sober,27.94415637938144
12,M14,Sober,36.46130425259669
12,M15,Sober,23.92448426968722
12,M1,Drunk,71.63333490650751
12,M2,Drunk,63.481191158701805
12,M3,Drunk,47.33322520584463
12,M4,Drunk,71.6488408109687
12,M5,Drunk,85.7665560215444
12,M6,Drunk,70.66285991259934
12,M7,Drunk,65.27375022647477
12,M8,Drunk,86.7387651137742
12,M9,Drunk,75.80083010792617
12,M10,Drunk,75.01024196485714
12,M11,Drunk,82.39727559337719
12,M12,Drunk,82.33555126487389
12,M13,Drunk,84.51108287086676
12,M14,Drunk,70.8846714574649
12,M15,Drunk,80.99769482849437
13,M1,Sober,21.23553209779802
13,M2,Sober,6.4033550819323395
13,M3,Sober,8.49785818086336
13,M4,Sober,25.065807338726287
13,M5,Sober,30.687795029577394
13,M6,Sober,42.149673488529984
13,M7,Sober,25.291996417947637
13,M8,Sober,14.81829227186939
13,M9,Sober,20.732382267545066
13,M10,Sober,36.865575874544625
13,M11,Sober,2.4775402049519073
13,M12,Sober,14.578543449607036
13,M13,Sober,20.689788150332994
13,M14,Sober,17.72193121193214
13,M15,Sober,21.54247776864885
13,M1,Drunk,46.049774530006566
13,M2,Drunk,29.017789120852804
13,M3,Drunk,29.374449983108434
13,M4,Drunk,25.931178233506717
13,M5,Drunk,50.2479467983194
13,M6,Drunk,38.448259567586966
13,M7,Drunk,42.195543141913824
13,M8,Drunk,49.17936562692348
13,M9,Drunk,50.28889201097443
13,M10,Drunk,35.08656998067548
13,M11,Drunk,45.17922116062096
13,M12,Drunk,34.52135138829539
13,M13,Drunk,60.34688407072429
13,M14,Drunk,36.468283702845945
13,M15,Drunk,30.570618091888996
14,M1,Sober,37.05676847507398
14,M2,Sober,36.18610413294343
14,M3,Sober,28.502011932600762
14,M4,Sober,42.54528635659784
14,M5,Sober,34.412366185339835
14,M6,Sober,25.903597041989897
14,M7,Sober,28.044478324159954
14,M8,Sober,44.8728940847195
14,M9,Sober,41.49479187713017
14,M10,Sober,42.659599996547605
14,M11,Sober,30.829971069435373
14,M12,Sober,41.39827934561538
14,M13,Sober,33.09866573759609
14,M14,Sober,47.777775989516016
14,M15,Sober,47.72469923281512
14,M1,Drunk,62.382346014815475
14,M2,Drunk,49.64268576363665
14,M3,Drunk,41.18872351940246
14,M4,Drunk,52.14909601552164
14,M5,Drunk,64.7891603765599
14,M6,Drunk,60.830056172140374
14,M7,Drunk,63.7630285406914
14,M8,Drunk,78.2928778865267
14,M9,Drunk,64.38209129364617
14,M10,Drunk,62.90657770344122
14,M11,Drunk,59.912394965355176
14,M12,Drunk,68.06716026571077
14,M13,Drunk,61.419337116819605
14,M14,Drunk,78.22634778763994
14,M15,Drunk,54.06629054155426
15,M1,Sober,25.980258005260826
15,M2,Sober,27.78778136613959
15,M3,Sober,7.048208656533063
15,M4,Sober,10.879170942682151
15,M5,Sober,23.282874356539782
15,M6,Sober,37.80858156320329
15,M7,Sober,22.43888492616941
15,M8,Sober,40.872486499164374
15,M9,Sober,21.75786218774484
15,M10,Sober,32.78329092110186
15,M11,Sober,21.015132249770986
15,M12,Sober,25.789413705417942
15,M13,Sober,39.1723977845367
15,M14,Sober,27.504080566521843
15,M15,Sober,13.393869392000376
15,M1,Drunk,50.14244058697987
15,M2,Drunk,35.30953660942335
15,M3,Drunk,32.66821115599954
15,M4,Drunk,51.40263654821278
15,M5,Drunk,62.22999195751972
15,M6,Drunk,52.227930262847295
15,M7,Drunk,47.0380164033794
15,M8,Drunk,62.71047057955502
15,M9,Drunk,51.90863532829533
15,M10,Drunk,36.802364839749984
15,M11,Drunk,42.69494255593935
15,M12,Drunk,38.40981863365247
15,M13,Drunk,27.6665005814748
15,M14,Drunk,43.277163967054996
15,M15,Drunk,44.36599939451877
16,M1,Sober,29.243375508482366
16,M2,Sober,19.72120709585745
16,M3,Sober,7.282339170442565
16,M4,Sober,11.594298425885626
16,M5,Sober,46.72065459308139
16,M6,Sober,28.746545904646865
16,M7,Sober,35.46612604200864
16,M8,Sober,46.72429560240378
16,M9,Sober,24.51449035403743
16,M10,Sober,30.863896106862615
16,M11,Sober,24.791675644816802
16,M12,Sober,20.072473418990178
16,M13,Sober,12.394678679857783
16,M14,Sober,18.043818795702546
16,M15,Sober,24.512521020510242
16,M1,Drunk,54.45227329787142
16,M2,Drunk,44.754169541382
16,M3,Drunk,34.72399539191164
16,M4,Drunk,39.47665441340175
16,M5,Drunk,49.14321045432606
16,M6,Drunk,37.89528851615162
16,M7,Drunk,44.74669872195617
16,M8,Drunk,69.45336221093864
16,M9,Drunk,46.94730095118542
16,M10,Drunk,32.30883731060892
16,M11,Drunk,52.09882672552321
16,M12,Drunk,55.439955325005315
16,M13,Drunk,39.646342453566156
16,M14,Drunk,49.779464045328254
16,M15,Drunk,40.99334901700583
17,M1,Sober,32.128649834893785
17,M2,Sober,37.78131389579274
17,M3,Sober,11.669774477739537
17,M4,Sober,48.72531592690793
17,M5,Sober,29.689452669225247
17,M6,Sober,41.5277241444135
17,M7,Sober,32.82072280631256
17,M8,Sober,27.47086701552943
17,M9,Sober,27.796586995885537
17,M10,Sober,27.44832224775505
17,M11,Sober,18.566861555264516
17,M12,Sober,34.13034053399066
17,M13,Sober,15.870905513120407
17,M14,Sober,51.59631561853617
17,M15,Sober,31.76073329051153
17,M1,Drunk,56.92849641310959
17,M2,Drunk,57.31911277248613
17,M3,Drunk,41.599605661904086
17,M4,Drunk,54.64862565697372
17,M5,Drunk,73.10971833206544
17,M6,Drunk,53.724104435648144
17,M7,Drunk,65.97507695185027
17,M8,Drunk,56.26152586507784
17,M9,Drunk,67.02009587411354
17,M10,Drunk,47.45892023703901
17,M11,Drunk,54.245217507502595
17,M12,Drunk,51.07313436070106
17,M13,Drunk,68.83673211875227
17,M14,Drunk,59.72435013447352
17,M15,Drunk,48.83739425258565
18,M1,Sober,40.35508575674888
18,M2,Sober,32.018952431102136
18,M3,Sober,22.09788584320215
18,M4,Sober,19.95434692793267
18,M5,Sober,49.152347643788005
18,M6,Sober,47.722534331078705
18,M7,Sober,36.54818553802858
18,M8,Sober,33.34683738699479
18,M9,Sober,47.50733644030299
18,M10,Sober,27.149679746135494
18,M11,Sober,18.604280827526527
18,M12,Sober,36.242325428118505
18,M13,Sober,21.74178904037577
18,M14,Sober,39.88574392722277
18,M15,Sober,18.321668297743102
18,M1,Drunk,77.58646465696401
18,M2,Drunk,64.17024460431139
18,M3,Drunk,49.80064117146215
18,M4,Drunk,56.03586011892113
18,M5,Drunk,78.94977908566017
18,M6,Drunk,78.85719293536914
18,M7,Drunk,44.39492697661218
18,M8,Drunk,70.18629228879244
18,M9,Drunk,76.29988413478026
18,M10,Drunk,55.72217736508918
18,M11,Drunk,74.38015692461799
18,M12,Drunk,72.06215565548133
18,M13,Drunk,72.42732463985945
18,M14,Drunk,68.01493394566491
18,M15,Drunk,67.24579898712831
19,M1,Sober,29.541746086916834
19,M2,Sober,6.26363072507683
19,M3,Sober,16.85362805101399
19,M4,Sober,27.379121278766885
19,M5,Sober,35.26381339685428
19,M6,Sober,21.62342973505845
19,M7,Sober,25.919283586421905
19,M8,Sober,25.664263731936998
19,M9,Sober,18.659225702344138
19,M10,Sober,26.225419827667423
19,M11,Sober,15.378062400319376
19,M12,Sober,12.851048406078903
19,M13,Sober,29.224493362912405
19,M14,Sober,23.757639516540465
19,M15,Sober,18.915949182588353
19,M1,Drunk,56.564875686599244
19,M2,Drunk,35.030087700317054
19,M3,Drunk,22.803475031304792
19,M4,Drunk,32.781261703362986
19,M5,Drunk,47.74252666790984
19,M6,Drunk,35.43148689299264
19,M7,Drunk,48.41178055009705
19,M8,Drunk,61.97970072717641
19,M9,Drunk,45.12695942495124
19,M10,Drunk,48.335863504448795
19,M11,Drunk,33.35558370540963
19,M12,Drunk,42.99632935774224
19,M13,Drunk,54.101349558554794
19,M14,Drunk,40.77554718417689
19,M15,Drunk,35.25738867923705
20,M1,Sober,38.29011105684134
20,M2,Sober,28.50777344807211
20,M3,Sober,17.90260130249187
20,M4,Sober,19.452009754280084
20,M5,Sober,25.72809511231125
20,M6,Sober,40.444538073731295
20,M7,Sober,35.68645022939502
20,M8,Sober,25.14331676001899
20,M9,Sober,34.03968939993689
20,M10,Sober,27.168032130702283
20,M11,Sober,22.868124926155133
20,M12,Sober,21.152981263500166
20,M13,Sober,5.84835795220399
20,M14,Sober,21.51165939870751
20,M15,Sober,18.863415264261263
20,M1,Drunk,47.75061959610946
20,M2,Drunk,34.29675166173604
20,M3,Drunk,29.988307953481968
20,M4,Drunk,35.47741939610094
20,M5,Drunk,54.34055245506365
20,M6,Drunk,49.30001922450032
20,M7,Drunk,32.90343518735229
20,M8,Drunk,54.13537903699035
20,M9,Drunk,41.50706460823338
20,M10,Drunk,38.39871172419886
20,M11,Drunk,47.227819460061255
20,M12,Drunk,50.58346155101021
20,M13,Drunk,36.69104173972856
20,M14,Drunk,57.13347344431752
20,M15,Drunk,27.219389199564127
21,M1,Sober,38.165926984719206
21,M2,Sober,24.01275110474983
21,M3,Sober,11.278752680375018
21,M4,Sober,31.74215598560624
21,M5,Sober,35.15406898774109
21,M6,Sober,38.91386422626241
21,M7,Sober,40.74001426314281
21,M8,Sober,36.26335529941088
21,M9,Sober,41.8062701390122
21,M10,Sober,27.8169457784732
21,M11,Sober,40.917548890613425
21,M12,Sober,18.12914812236001
21,M13,Sober,24.249741967838624
21,M14,Sober,37.36042697222718
21,M15,Sober,31.21834669195999
21,M1,Drunk,73.03268143027374
21,M2,Drunk,60.18741237269847
21,M3,Drunk,47.339022119168654
21,M4,Drunk,59.47549643198229
21,M5,Drunk,71.4207360560199
21,M6,Drunk,48.55278523901843
21,M7,Drunk,44.817106090357974
21,M8,Drunk,64.67864708221263
21,M9,Drunk,61.57848600615879
21,M10,Drunk,67.96318555322851
21,M11,Drunk,47.72137862517569
21,M12,Drunk,61.55384598214612
21,M13,Drunk,67.92286328591474
21,M14,Drunk,60.05117314291005
21,M15,Drunk,42.96629103227112
22,M1,Sober,44.360625051205666
22,M2,Sober,31.964306150920162
22,M3,Sober,34.22827718536972
22,M4,Sober,25.510934549747798
22,M5,Sober,32.35884904267157
22,M6,Sober,39.211373636438985
22,M7,Sober,46.06542009274669
22,M8,Sober,57.985994888940475
22,M9,Sober,23.210752707056514
22,M10,Sober,35.942881966227475
22,M11,Sober,23.164777220817754
22,M12,Sober,23.30190762528455
22,M13,Sober,25.554959444231045
22,M14,Sober,44.818558496090546
22,M15,Sober,45.6826552430841
22,M1,Drunk,69.2592940895895
22,M2,Drunk,53.84472810916179
22,M3,Drunk,34.68064489935533
22,M4,Drunk,41.166658329620745
22,M5,Drunk,63.57363045234796
22,M6,Drunk,59.540073352266056
22,M7,Drunk,57.93549430225645
22,M8,Drunk,68.45754510208693
22,M9,Drunk,62.475724538837056
22,M10,Drunk,53.286606033710385
22,M11,Drunk,47.13976504828684
22,M12,Drunk,56.19426572942436
22,M13,Drunk,73.99519778667354
22,M14,Drunk,63.93105013640633
22,M15,Drunk,50.52917734308395
23,M1,Sober,39.15589497217525
23,M2,Sober,18.259253072978836
23,M3,Sober,24.583018071641092
23,M4,Sober,34.9306815954379
23,M5,Sober,29.14293574521555
23,M6,Sober,35.539641028379556
23,M7,Sober,39.818278244329626
23,M8,Sober,33.75570570787955
23,M9,Sober,36.726214100637826
23,M10,Sober,39.93115727662309
23,M11,Sober,38.46784416132149
23,M12,Sober,33.746536192339796
23,M13,Sober,26.59368681438859
23,M14,Sober,42.18327009021658
23,M15,Sober,22.71844035822456
23,M1,Drunk,54.083338271494654
23,M2,Drunk,49.74459216226998
23,M3,Drunk,38.57909519921535
23,M4,Drunk,50.32723028445718
23,M5,Drunk,63.60749837677316
23,M6,Drunk,60.19079486367315
23,M7,Drunk,54.751751255502604
23,M8,Drunk,68.85871241465756
23,M9,Drunk,72.2019173763266
23,M10,Drunk,58.609045134249506
23,M11,Drunk,60.595770467943055
23,M12,Drunk,61.28246098969045
23,M13,Drunk,56.818798237880216
23,M14,Drunk,70.60230178142477
23,M15,Drunk,51.77539138733393
24,M1,Sober,32.40830048501314
24,M2,Sober,29.29899327435524
24,M3,Sober,19.94055328898063
24,M4,Sober,35.63255459760069
24,M5,Sober,37.613844544968444
24,M6,Sober,21.40976046030144
24,M7,Sober,30.15783843616022
24,M8,Sober,48.181595295453164
24,M9,Sober,30.001877585812156
24,M10,Sober,42.395560206635764
24,M11,Sober,23.724750287032172
24,M12,Sober,28.13252081953342
24,M13,Sober,30.6827650934995
24,M14,Sober,25.0183480904583
24,M15,Sober,25.947016916289297
24,M1,Drunk,51.0403237611977
24,M2,Drunk,39.20408681608903
24,M3,Drunk,27.97019146891507
24,M4,Drunk,33.13235454441012
24,M5,Drunk,44.00099763070381
24,M6,Drunk,54.298525496752916
24,M7,Drunk,36.66119128341181
24,M8,Drunk,48.796428579435954
24,M9,Drunk,48.479781520156806
24,M10,Drunk,36.17901678335697
24,M11,Drunk,39.02217782179417
24,M12,Drunk,38.542599946726526
24,M13,Drunk,47.03751462463587
24,M14,Drunk,49.37844041219434
24,M15,Drunk,44.75730249705979
25,M1,Sober,27.624448802842338
25,M2,Sober,30.762425802646646
25,M3,Sober,28.484493887831484
25,M4,Sober,36.90057612681898
25,M5,Sober,38.498650178876886
25,M6,Sober,37.43450178126198
25,M7,Sober,30.49179637759643
25,M8,Sober,38.0529961992477
25,M9,Sober,46.5207845489883
25,M10,Sober,31.9701676659935
25,M11,Sober,32.75932506975318
25,M12,Sober,38.08938322048493
25,M13,Sober,19.73777245487649
25,M14,Sober,26.559484766505776
25,M15,Sober,30.567119964321726
25,M1,Drunk,53.373109040948606
25,M2,Drunk,46.3846449581805
25,M3,Drunk,27.82228356062302
25,M4,Drunk,46.74363395678137
25,M5,Drunk,58.62783924781748
25,M6,Drunk,55.29983647694849
25,M7,Drunk,46.28109373556449
25,M8,Drunk,66.47319438721883
25,M9,Drunk,57.9565844245316
25,M10,Drunk,56.96603563939001
25,M11,Drunk,53.39609870511173
25,M12,Drunk,43.99860902420271
25,M13,Drunk,66.05397713330399
25,M14,Drunk,65.39166672405075
25,M15,Drunk,42.59282734627448
26,M1,Sober,37.52071176969037
26,M2,Sober,28.807797225031152
26,M3,Sober,21.876266319971894
26,M4,Sober,18.97043106210154
26,M5,Sober,27.67169501168428
26,M6,Sober,30.86718614028211
26,M7,Sober,46.00159315478542
26,M8,Sober,40.66256925415354
26,M9,Sober,27.52683809897144
26,M10,Sober,26.768263989545986
26,M11,Sober,18.581762206031918
26,M12,Sober,34.119499644334525
26,M13,Sober,15.947364038381028
26,M14,Sober,29.134314605947218
26,M15,Sober,36.10250948977887
26,M1,Drunk,58.529150341147165
26,M2,Drunk,38.78221076072036
26,M3,Drunk,53.96452458772525
26,M4,Drunk,60.35601341006259
26,M5,Drunk,66.45325268220157
26,M6,Drunk,59.20965960220493
26,M7,Drunk,60.838622356649964
26,M8,Drunk,78.76710101208117
26,M9,Drunk,58.11953661596699
26,M10,Drunk,62.29354063369768
26,M11,Drunk,56.28255576522198
26,M12,Drunk,66.80227026111629
26,M13,Drunk,79.26856417291825
26,M14,Drunk,61.966705777890724
26,M15,Drunk,63.23814910335519
27,M1,Sober,33.56831081816656
27,M2,Sober,21.64736973346197
27,M3,Sober,11.565657968825896
27,M4,Sober,20.42073901786836
27,M5,Sober,36.84088219294667
27,M6,Sober,15.477924508752597
27,M7,Sober,18.417643177287452
27,M8,Sober,31.550337577309286
27,M9,Sober,39.25817825868462
27,M10,Sober,37.187145137290436
27,M11,Sober,22.234463724153613
27,M12,Sober,29.8072947053247
27,M13,Sober,18.994758536542815
27,M14,Sober,23.837049003412
27,M15,Sober,23.277428340573664
27,M1,Drunk,52.59320707490609
27,M2,Drunk,48.55850154478091
27,M3,Drunk,30.658123385476344
